date,real_GDP,GDP_deflator,EBP,y1_yield,fiscal_deficit_ratio,real_tax_revenues,real_transfers,real_gov_spending
1983-01-01,890.9244198071408,384.88275819309985,0.234817270171229,8.866507936507936,,,584.476164604094,757.8428808235162
1983-04-01,893.1744362616321,385.6214268599567,0.008252476439546,9.19095238095238,,,584.9025576592346,758.6630599317544
1983-07-01,895.153674092315,386.6795487491457,-0.120870606714563,10.3028125,,,583.8037853629819,760.373843436129
1983-10-01,897.2183939197154,387.4341906460457,-0.00111718448992,9.953333333333335,,,585.2408467575617,758.7604431398094
1984-01-01,899.1543236297723,388.4425678236042,-0.0307166070103812,10.188870967741936,,,586.20181246904,759.8147668587375
1984-04-01,900.8673291398319,389.2942117615354,-0.127300090998018,11.56047619047619,,,586.3591021964111,761.9637360158206
1984-07-01,901.8267222579306,390.1790834861897,-0.0295147120078531,11.816984126984128,,,585.3390039467554,762.7698711589153
1984-10-01,902.6441451798448,390.923913405153,-0.139510051594911,10.04704918032787,,,586.6793763131484,764.8474739534415
1985-01-01,903.6084599114595,391.9078059901823,-0.0964220672354276,9.398333333333333,,,588.7531417657817,765.9305320958066
1985-04-01,904.4850799189456,392.549189137511,-0.114064185059154,8.48047619047619,,,588.3501814732583,768.1254965377059
1985-07-01,906.0008059563283,393.1511858011993,0.0291895454402459,7.986031746031746,,,589.5454556616392,770.3794280479107
1985-10-01,906.7415051391976,393.7086281021815,0.0930130219039372,7.856451612903226,,,588.4829617820501,770.7906723505149
1986-01-01,907.6709202945589,394.20477185338416,0.17906212265104,7.458833333333333,,,591.5744874740157,771.5776378931154
1986-04-01,908.1202058490665,394.5825218836612,0.197131999835022,6.6046875,,,591.736103692599,773.640621827312
1986-07-01,909.0723267944167,394.991591436252,0.548309817550707,5.99515625,,,593.2688427257184,775.7955352443302
1986-10-01,909.6072862111283,395.53506581633246,0.562894742140027,5.7979032258064525,,,592.5038843126827,775.3816231857403
1987-01-01,910.3463930104825,396.17270376072617,0.482971684335431,5.92655737704918,,,593.6245334240756,775.9664490726751
1987-04-01,911.4187997625571,396.8630156239437,0.0139269963915563,6.764444444444445,,,594.2990896193413,776.738718984612
1987-07-01,912.2822393958646,397.6180203871459,0.222447576896834,7.1185937500000005,,,593.4282962401095,776.8435621736973
1987-10-01,913.9846231291203,398.41203862685296,-0.169023830948316,7.251612903225807,,,592.9152467002395,778.3316928686218
1988-01-01,914.5001744171957,399.19241646226305,-0.038397512285746,6.771612903225806,,,597.6726713819911,777.4938956482463
1988-04-01,915.8056481847482,400.1607735170235,0.0564420556853558,7.305873015873016,,,596.7199283486536,777.7919555861488
1988-07-01,916.3899077052257,401.349597435878,0.040822809754483,8.015,,,595.8273085593754,777.8034741978296
1988-10-01,917.7135646426292,402.2096398014477,0.306608011860101,8.533442622950819,,,595.1228114110431,779.7250188069129
1989-01-01,918.7248290352503,403.2469158504013,0.363946951780532,9.300163934426228,,,599.2793450958036,779.2838069532099
1989-04-01,919.4850318152851,404.30688115403075,0.534444716845446,8.9134375,,,598.6022963130689,780.8095881152451
1989-07-01,920.223037466994,405.03404267240455,0.698923783356724,8.103809523809524,,,598.3297810277128,781.7046370431228
1989-10-01,920.41982476909,405.743850152612,0.56380862293443,7.829516129032259,,,598.1599237830891,782.2046813792906
1990-01-01,921.5067780152992,406.8171687918078,0.365047511607655,8.131451612903225,,,602.193373458281,783.7914595909729
1990-04-01,921.8690908989831,407.93155232023406,0.145715657820712,8.270952380952382,,,602.2202879832922,783.9492497266099
1990-07-01,921.9356504225449,408.7840120799898,-0.0476766961014982,7.828253968253969,,,601.7499247582817,784.1085215571875
1990-10-01,921.0210763577377,409.52608090064535,0.2666694851338,7.313064516129033,,,601.9297713609615,784.774847487473
1991-01-01,920.552037442887,410.5004212405917,0.304547273505254,6.441999999999999,,,606.5835146108741,785.3690246341517
1991-04-01,921.3287026322932,411.2315447543337,0.161829953417472,6.23796875,,,606.7540417544299,785.7748836120521
